origin_station,destination,time
Sri Raya,TTDI,46
Bandar Tun Hussein Onn,TTDI,49
Batu 11 Cheras,TTDI,50
Bukit Dukung,TTDI,54
Sungai Jernih,TTDI,56
Stadium Kajang,TTDI,58
Kajang,TTDI,61
Gombak,Phileo Damansara,42
Taman Melati,Phileo Damansara,39
Wangsa Maju,Phileo Damansara,35
Sri Rampai,Phileo Damansara,33
Setiawangsa,Phileo Damansara,27
Jelatek,Phileo Damansara,25
Dato' Keramat,Phileo Damansara,24
Damai,Phileo Damansara,23
Ampang Park,Phileo Damansara,21
KLCC,Phileo Damansara,20
Kampung Baru,Phileo Damansara,18
Dang Wangi,Phileo Damansara,16
Masjid Jamek (KJL),Phileo Damansara,14
Pasar Seni (KJL),Phileo Damansara,13
KL Sentral (KJL),Phileo Damansara,16
Bangsar,Phileo Damansara,18
Abdullah Hukum,Phileo Damansara,21
Kerinchi,Phileo Damansara,22
Universiti,Phileo Damansara,24
Taman Jaya,Phileo Damansara,28
Asia Jaya,Phileo Damansara,30
Taman Paramount,Phileo Damansara,33
Taman Bahagia,Phileo Damansara,36
Kelana Jaya,Phileo Damansara,38
Lembah Subang,Phileo Damansara,41
Ara Damansara,Phileo Damansara,43
Glenmarie,Phileo Damansara,46
Subang Jaya,Phileo Damansara,47
SS 15,Phileo Damansara,51
SS 18,Phileo Damansara,53
USJ 7 (KJL),Phileo Damansara,56
Taipan,Phileo Damansara,57
Wawasan,Phileo Damansara,60
USJ 21,Phileo Damansara,62
Alam Megah,Phileo Damansara,65
Subang Alam,Phileo Damansara,68
Putra Heights (KJL),Phileo Damansara,72
Sungai Buloh,Phileo Damansara,31
Kampung Selamat,Phileo Damansara,24
Kwasa Damansara,Phileo Damansara,19
Kwasa Sentral,Phileo Damansara,17
Kota Damansara,Phileo Damansara,13
Surian,Phileo Damansara,11
Mutiara Damansara,Phileo Damansara,9
Bandar Utama,Phileo Damansara,7
TTDI,Phileo Damansara,4
Phileo Damansara,Phileo Damansara,0
Pusat Bandar Damansara,Phileo Damansara,4
Semantan,Phileo Damansara,7
Muzium Negara,Phileo Damansara,9
Pasar Seni (SBK),Phileo Damansara,12
Merdeka,Phileo Damansara,15
Bukit Bintang,Phileo Damansara,18
Tun Razak Exchange (TRX),Phileo Damansara,25
Cochrane,Phileo Damansara,28
Maluri (SBK),Phileo Damansara,31
Taman Pertama,Phileo Damansara,34
Taman Midah,Phileo Damansara,36
Taman Mutiara,Phileo Damansara,37
Taman Connaught,Phileo Damansara,39
Taman Suntex,Phileo Damansara,41
Sri Raya,Phileo Damansara,43
Bandar Tun Hussein Onn,Phileo Damansara,46
Batu 11 Cheras,Phileo Damansara,49
Bukit Dukung,Phileo Damansara,50
Sungai Jernih,Phileo Damansara,54
Stadium Kajang,Phileo Damansara,56
Kajang,Phileo Damansara,58
Gombak,Pusat Bandar Damansara,38
Taman Melati,Pusat Bandar Damansara,35
Wangsa Maju,Pusat Bandar Damansara,31
Sri Rampai,Pusat Bandar Damansara,29
Setiawangsa,Pusat Bandar Damansara,23
Jelatek,Pusat Bandar Damansara,21
Dato' Keramat,Pusat Bandar Damansara,20
Damai,Pusat Bandar Damansara,19
Ampang Park,Pusat Bandar Damansara,17
KLCC,Pusat Bandar Damansara,16
Kampung Baru,Pusat Bandar Damansara,14
Dang Wangi,Pusat Bandar Damansara,12
Masjid Jamek (KJL),Pusat Bandar Damansara,10
Pasar Seni (KJL),Pusat Bandar Damansara,9
KL Sentral (KJL),Pusat Bandar Damansara,12
Bangsar,Pusat Bandar Damansara,14
Abdullah Hukum,Pusat Bandar Damansara,17
Kerinchi,Pusat Bandar Damansara,18
Universiti,Pusat Bandar Damansara,20
Taman Jaya,Pusat Bandar Damansara,24
Asia Jaya,Pusat Bandar Damansara,26
Taman Paramount,Pusat Bandar Damansara,29
Taman Bahagia,Pusat Bandar Damansara,32
Kelana Jaya,Pusat Bandar Damansara,34
Lembah Subang,Pusat Bandar Damansara,37
Ara Damansara,Pusat Bandar Damansara,39
Glenmarie,Pusat Bandar Damansara,42
Subang Jaya,Pusat Bandar Damansara,43
SS 15,Pusat Bandar Damansara,47
SS 18,Pusat Bandar Damansara,49
USJ 7 (KJL),Pusat Bandar Damansara,52
Taipan,Pusat Bandar Damansara,53
Wawasan,Pusat Bandar Damansara,56
USJ 21,Pusat Bandar Damansara,58
Alam Megah,Pusat Bandar Damansara,61
Subang Alam,Pusat Bandar Damansara,64
Putra Heights (KJL),Pusat Bandar Damansara,68
Sungai Buloh,Pusat Bandar Damansara,34
Kampung Selamat,Pusat Bandar Damansara,27
Kwasa Damansara,Pusat Bandar Damansara,22
Kwasa Sentral,Pusat Bandar Damansara,20
Kota Damansara,Pusat Bandar Damansara,16
Surian,Pusat Bandar Damansara,14
Mutiara Damansara,Pusat Bandar Damansara,12
Bandar Utama,Pusat Bandar Damansara,10
TTDI,Pusat Bandar Damansara,7
Phileo Damansara,Pusat Bandar Damansara,4
Pusat Bandar Damansara,Pusat Bandar Damansara,0
Semantan,Pusat Bandar Damansara,4
Muzium Negara,Pusat Bandar Damansara,7
Pasar Seni (SBK),Pusat Bandar Damansara,9
Merdeka,Pusat Bandar Damansara,12
Bukit Bintang,Pusat Bandar Damansara,15
Tun Razak Exchange (TRX),Pusat Bandar Damansara,18
Cochrane,Pusat Bandar Damansara,25
Maluri (SBK),Pusat Bandar Damansara,28
Taman Pertama,Pusat Bandar Damansara,31
Taman Midah,Pusat Bandar Damansara,34
Taman Mutiara,Pusat Bandar Damansara,36
Taman Connaught,Pusat Bandar Damansara,37
Taman Suntex,Pusat Bandar Damansara,39
Sri Raya,Pusat Bandar Damansara,41
Bandar Tun Hussein Onn,Pusat Bandar Damansara,43
Batu 11 Cheras,Pusat Bandar Damansara,46
Bukit Dukung,Pusat Bandar Damansara,49
Sungai Jernih,Pusat Bandar Damansara,50
Stadium Kajang,Pusat Bandar Damansara,54
Kajang,Pusat Bandar Damansara,56
Gombak,Semantan,36
Taman Melati,Semantan,33
Wangsa Maju,Semantan,29
Sri Rampai,Semantan,27
Setiawangsa,Semantan,21
Jelatek,Semantan,19
Dato' Keramat,Semantan,18
Damai,Semantan,17
Ampang Park,Semantan,15
KLCC,Semantan,14
Kampung Baru,Semantan,12
Dang Wangi,Semantan,10
Masjid Jamek (KJL),Semantan,8
Pasar Seni (KJL),Semantan,7
KL Sentral (KJL),Semantan,10
Bangsar,Semantan,12
Abdullah Hukum,Semantan,15
Kerinchi,Semantan,16
Universiti,Semantan,18
Taman Jaya,Semantan,22
Asia Jaya,Semantan,24
Taman Paramount,Semantan,27
Taman Bahagia,Semantan,30
Kelana Jaya,Semantan,32
Lembah Subang,Semantan,35
Ara Damansara,Semantan,37
Glenmarie,Semantan,40
Subang Jaya,Semantan,41
SS 15,Semantan,45
SS 18,Semantan,47
USJ 7 (KJL),Semantan,50
Taipan,Semantan,51
Wawasan,Semantan,54
USJ 21,Semantan,56
Alam Megah,Semantan,59
Subang Alam,Semantan,62
Putra Heights (KJL),Semantan,66
Sungai Buloh,Semantan,36
Kampung Selamat,Semantan,29
Kwasa Damansara,Semantan,24
Kwasa Sentral,Semantan,22
Kota Damansara,Semantan,18
Surian,Semantan,16
Mutiara Damansara,Semantan,14
Bandar Utama,Semantan,12
TTDI,Semantan,9
Phileo Damansara,Semantan,7
Pusat Bandar Damansara,Semantan,4
Semantan,Semantan,0
Muzium Negara,Semantan,4
Pasar Seni (SBK),Semantan,7
Merdeka,Semantan,9
Bukit Bintang,Semantan,12
Tun Razak Exchange (TRX),Semantan,15
Cochrane,Semantan,18
Maluri (SBK),Semantan,25
Taman Pertama,Semantan,28
Taman Midah,Semantan,31
Taman Mutiara,Semantan,34
Taman Connaught,Semantan,36
Taman Suntex,Semantan,37
Sri Raya,Semantan,39
Bandar Tun Hussein Onn,Semantan,41
Batu 11 Cheras,Semantan,43
Bukit Dukung,Semantan,46
Sungai Jernih,Semantan,49
Stadium Kajang,Semantan,50
Kajang,Semantan,54
Gombak,Muzium Negara,32
Taman Melati,Muzium Negara,29
Wangsa Maju,Muzium Negara,25
Sri Rampai,Muzium Negara,23
Setiawangsa,Muzium Negara,17
Jelatek,Muzium Negara,15
Dato' Keramat,Muzium Negara,14
Damai,Muzium Negara,13
Ampang Park,Muzium Negara,11
KLCC,Muzium Negara,10
Kampung Baru,Muzium Negara,8
Dang Wangi,Muzium Negara,6
Masjid Jamek (KJL),Muzium Negara,4
Pasar Seni (KJL),Muzium Negara,3
KL Sentral (KJL),Muzium Negara,6
Bangsar,Muzium Negara,8
Abdullah Hukum,Muzium Negara,11
Kerinchi,Muzium Negara,12
Universiti,Muzium Negara,14
Taman Jaya,Muzium Negara,18
Asia Jaya,Muzium Negara,20
Taman Paramount,Muzium Negara,23
Taman Bahagia,Muzium Negara,26
Kelana Jaya,Muzium Negara,28
Lembah Subang,Muzium Negara,31
Ara Damansara,Muzium Negara,33
Glenmarie,Muzium Negara,36
Subang Jaya,Muzium Negara,37
SS 15,Muzium Negara,41
SS 18,Muzium Negara,43
USJ 7 (KJL),Muzium Negara,46
Taipan,Muzium Negara,47
Wawasan,Muzium Negara,50
USJ 21,Muzium Negara,52
Alam Megah,Muzium Negara,55
Subang Alam,Muzium Negara,58
Putra Heights (KJL),Muzium Negara,62
Sungai Buloh,Muzium Negara,37
Kampung Selamat,Muzium Negara,34
Kwasa Damansara,Muzium Negara,29
Kwasa Sentral,Muzium Negara,27
Kota Damansara,Muzium Negara,23
Surian,Muzium Negara,21
Mutiara Damansara,Muzium Negara,19
Bandar Utama,Muzium Negara,17
TTDI,Muzium Negara,11
Phileo Damansara,Muzium Negara,10
Pusat Bandar Damansara,Muzium Negara,7
Semantan,Muzium Negara,4
Muzium Negara,Muzium Negara,0
Pasar Seni (SBK),Muzium Negara,4
Merdeka,Muzium Negara,7
Bukit Bintang,Muzium Negara,9
Tun Razak Exchange (TRX),Muzium Negara,12
Cochrane,Muzium Negara,15
Maluri (SBK),Muzium Negara,18
Taman Pertama,Muzium Negara,25
Taman Midah,Muzium Negara,28
Taman Mutiara,Muzium Negara,31
Taman Connaught,Muzium Negara,34
Taman Suntex,Muzium Negara,36
Sri Raya,Muzium Negara,37
Bandar Tun Hussein Onn,Muzium Negara,39
Batu 11 Cheras,Muzium Negara,41
Bukit Dukung,Muzium Negara,43
Sungai Jernih,Muzium Negara,46
Stadium Kajang,Muzium Negara,49
Kajang,Muzium Negara,50
Gombak,Pasar Seni (SBK),30
Taman Melati,Pasar Seni (SBK),27
Wangsa Maju,Pasar Seni (SBK),23
Sri Rampai,Pasar Seni (SBK),21
Setiawangsa,Pasar Seni (SBK),15
Jelatek,Pasar Seni (SBK),13
Dato' Keramat,Pasar Seni (SBK),12
Damai,Pasar Seni (SBK),11
Ampang Park,Pasar Seni (SBK),9
KLCC,Pasar Seni (SBK),8
Kampung Baru,Pasar Seni (SBK),6
Dang Wangi,Pasar Seni (SBK),4
Masjid Jamek (KJL),Pasar Seni (SBK),2
Pasar Seni (KJL),Pasar Seni (SBK),1
KL Sentral (KJL),Pasar Seni (SBK),4
Bangsar,Pasar Seni (SBK),6
Abdullah Hukum,Pasar Seni (SBK),9
Kerinchi,Pasar Seni (SBK),10
Universiti,Pasar Seni (SBK),12
Taman Jaya,Pasar Seni (SBK),16
Asia Jaya,Pasar Seni (SBK),18
Taman Paramount,Pasar Seni (SBK),21
Taman Bahagia,Pasar Seni (SBK),24
Kelana Jaya,Pasar Seni (SBK),26
Lembah Subang,Pasar Seni (SBK),29
Ara Damansara,Pasar Seni (SBK),31
Glenmarie,Pasar Seni (SBK),34
Subang Jaya,Pasar Seni (SBK),35
SS 15,Pasar Seni (SBK),39
SS 18,Pasar Seni (SBK),41
USJ 7 (KJL),Pasar Seni (SBK),44
Taipan,Pasar Seni (SBK),45
Wawasan,Pasar Seni (SBK),48
USJ 21,Pasar Seni (SBK),50
Alam Megah,Pasar Seni (SBK),53
Subang Alam,Pasar Seni (SBK),56
Putra Heights (KJL),Pasar Seni (SBK),60
Sungai Buloh,Pasar Seni (SBK),39
Kampung Selamat,Pasar Seni (SBK),36
Kwasa Damansara,Pasar Seni (SBK),31
Kwasa Sentral,Pasar Seni (SBK),29
Kota Damansara,Pasar Seni (SBK),25
Surian,Pasar Seni (SBK),23
Mutiara Damansara,Pasar Seni (SBK),21
Bandar Utama,Pasar Seni (SBK),19
TTDI,Pasar Seni (SBK),15
Phileo Damansara,Pasar Seni (SBK),11
Pusat Bandar Damansara,Pasar Seni (SBK),10
Semantan,Pasar Seni (SBK),7
Muzium Negara,Pasar Seni (SBK),4
Pasar Seni (SBK),Pasar Seni (SBK),0
Merdeka,Pasar Seni (SBK),4
Bukit Bintang,Pasar Seni (SBK),7
Tun Razak Exchange (TRX),Pasar Seni (SBK),9
Cochrane,Pasar Seni (SBK),12
Maluri (SBK),Pasar Seni (SBK),15
Taman Pertama,Pasar Seni (SBK),18
Taman Midah,Pasar Seni (SBK),25
Taman Mutiara,Pasar Seni (SBK),28
Taman Connaught,Pasar Seni (SBK),31
Taman Suntex,Pasar Seni (SBK),34
Sri Raya,Pasar Seni (SBK),36
Bandar Tun Hussein Onn,Pasar Seni (SBK),37
Batu 11 Cheras,Pasar Seni (SBK),39
Bukit Dukung,Pasar Seni (SBK),41
Sungai Jernih,Pasar Seni (SBK),43
Stadium Kajang,Pasar Seni (SBK),46
Kajang,Pasar Seni (SBK),49
Gombak,Merdeka,31
Taman Melati,Merdeka,28
Wangsa Maju,Merdeka,24
Sri Rampai,Merdeka,22
Setiawangsa,Merdeka,16
Jelatek,Merdeka,14
Dato' Keramat,Merdeka,13
Damai,Merdeka,12
Ampang Park,Merdeka,10
KLCC,Merdeka,9
Kampung Baru,Merdeka,7
Dang Wangi,Merdeka,5
Masjid Jamek (KJL),Merdeka,3
Pasar Seni (KJL),Merdeka,2
KL Sentral (KJL),Merdeka,5
Bangsar,Merdeka,7
Abdullah Hukum,Merdeka,10
Kerinchi,Merdeka,11
Universiti,Merdeka,13
Taman Jaya,Merdeka,17
Asia Jaya,Merdeka,19
Taman Paramount,Merdeka,22
Taman Bahagia,Merdeka,25
Kelana Jaya,Merdeka,27
Lembah Subang,Merdeka,30
Ara Damansara,Merdeka,32
Glenmarie,Merdeka,35
Subang Jaya,Merdeka,36
SS 15,Merdeka,40
SS 18,Merdeka,42
USJ 7 (KJL),Merdeka,45
Taipan,Merdeka,46
Wawasan,Merdeka,49
USJ 21,Merdeka,51
Alam Megah,Merdeka,54
Subang Alam,Merdeka,57
Putra Heights (KJL),Merdeka,61
Sungai Buloh,Merdeka,41
Kampung Selamat,Merdeka,38
Kwasa Damansara,Merdeka,33
Kwasa Sentral,Merdeka,31
Kota Damansara,Merdeka,27
Surian,Merdeka,25
Mutiara Damansara,Merdeka,23
Bandar Utama,Merdeka,21
TTDI,Merdeka,19
Phileo Damansara,Merdeka,11
Pusat Bandar Damansara,Merdeka,11
Semantan,Merdeka,10
Muzium Negara,Merdeka,7
Pasar Seni (SBK),Merdeka,4
Merdeka,Merdeka,0
Bukit Bintang,Merdeka,4
Tun Razak Exchange (TRX),Merdeka,7
Cochrane,Merdeka,9
Maluri (SBK),Merdeka,12
Taman Pertama,Merdeka,15
Taman Midah,Merdeka,18
Taman Mutiara,Merdeka,25
Taman Connaught,Merdeka,28
Taman Suntex,Merdeka,31
Sri Raya,Merdeka,34
Bandar Tun Hussein Onn,Merdeka,36
Batu 11 Cheras,Merdeka,37
Bukit Dukung,Merdeka,39
Sungai Jernih,Merdeka,41
Stadium Kajang,Merdeka,43
Kajang,Merdeka,46
Gombak,Bukit Bintang,34
Taman Melati,Bukit Bintang,31
Wangsa Maju,Bukit Bintang,27
Sri Rampai,Bukit Bintang,25
Setiawangsa,Bukit Bintang,19
Jelatek,Bukit Bintang,17
Dato' Keramat,Bukit Bintang,16
Damai,Bukit Bintang,15
Ampang Park,Bukit Bintang,13
KLCC,Bukit Bintang,12
Kampung Baru,Bukit Bintang,10
Dang Wangi,Bukit Bintang,8
Masjid Jamek (KJL),Bukit Bintang,6
Pasar Seni (KJL),Bukit Bintang,5
KL Sentral (KJL),Bukit Bintang,8
Bangsar,Bukit Bintang,10
Abdullah Hukum,Bukit Bintang,13
Kerinchi,Bukit Bintang,14
Universiti,Bukit Bintang,16
Taman Jaya,Bukit Bintang,20
Asia Jaya,Bukit Bintang,22
Taman Paramount,Bukit Bintang,25
Taman Bahagia,Bukit Bintang,28
Kelana Jaya,Bukit Bintang,30
Lembah Subang,Bukit Bintang,33
Ara Damansara,Bukit Bintang,35
Glenmarie,Bukit Bintang,38
Subang Jaya,Bukit Bintang,39
SS 15,Bukit Bintang,43
SS 18,Bukit Bintang,45
USJ 7 (KJL),Bukit Bintang,48
Taipan,Bukit Bintang,49
Wawasan,Bukit Bintang,52
USJ 21,Bukit Bintang,54
Alam Megah,Bukit Bintang,57
Subang Alam,Bukit Bintang,60
Putra Heights (KJL),Bukit Bintang,64
Sungai Buloh,Bukit Bintang,43
Kampung Selamat,Bukit Bintang,40
Kwasa Damansara,Bukit Bintang,35
Kwasa Sentral,Bukit Bintang,33
Kota Damansara,Bukit Bintang,30
Surian,Bukit Bintang,28
Mutiara Damansara,Bukit Bintang,25
Bandar Utama,Bukit Bintang,24
TTDI,Bukit Bintang,21
Phileo Damansara,Bukit Bintang,16
Pusat Bandar Damansara,Bukit Bintang,11
Semantan,Bukit Bintang,11
Muzium Negara,Bukit Bintang,10
Pasar Seni (SBK),Bukit Bintang,7
Merdeka,Bukit Bintang,4
Bukit Bintang,Bukit Bintang,0
Tun Razak Exchange (TRX),Bukit Bintang,4
Cochrane,Bukit Bintang,7
Maluri (SBK),Bukit Bintang,9
Taman Pertama,Bukit Bintang,12
Taman Midah,Bukit Bintang,15
Taman Mutiara,Bukit Bintang,18
Taman Connaught,Bukit Bintang,25
Taman Suntex,Bukit Bintang,28
Sri Raya,Bukit Bintang,31
Bandar Tun Hussein Onn,Bukit Bintang,34
Batu 11 Cheras,Bukit Bintang,36
Bukit Dukung,Bukit Bintang,37
Sungai Jernih,Bukit Bintang,39
Stadium Kajang,Bukit Bintang,41
Kajang,Bukit Bintang,43
Gombak,Tun Razak Exchange (TRX),36
Taman Melati,Tun Razak Exchange (TRX),33
Wangsa Maju,Tun Razak Exchange (TRX),29
Sri Rampai,Tun Razak Exchange (TRX),27
Setiawangsa,Tun Razak Exchange (TRX),21
Jelatek,Tun Razak Exchange (TRX),19
Dato' Keramat,Tun Razak Exchange (TRX),18
Damai,Tun Razak Exchange (TRX),17
Ampang Park,Tun Razak Exchange (TRX),15
KLCC,Tun Razak Exchange (TRX),14
Kampung Baru,Tun Razak Exchange (TRX),12
Dang Wangi,Tun Razak Exchange (TRX),10
Masjid Jamek (KJL),Tun Razak Exchange (TRX),8
Pasar Seni (KJL),Tun Razak Exchange (TRX),7
KL Sentral (KJL),Tun Razak Exchange (TRX),10
Bangsar,Tun Razak Exchange (TRX),12
Abdullah Hukum,Tun Razak Exchange (TRX),15
Kerinchi,Tun Razak Exchange (TRX),16
Universiti,Tun Razak Exchange (TRX),18
Taman Jaya,Tun Razak Exchange (TRX),22
Asia Jaya,Tun Razak Exchange (TRX),24
Taman Paramount,Tun Razak Exchange (TRX),27
Taman Bahagia,Tun Razak Exchange (TRX),30
Kelana Jaya,Tun Razak Exchange (TRX),32
Lembah Subang,Tun Razak Exchange (TRX),35
Ara Damansara,Tun Razak Exchange (TRX),37
Glenmarie,Tun Razak Exchange (TRX),40
Subang Jaya,Tun Razak Exchange (TRX),41
SS 15,Tun Razak Exchange (TRX),45
SS 18,Tun Razak Exchange (TRX),47
USJ 7 (KJL),Tun Razak Exchange (TRX),50
Taipan,Tun Razak Exchange (TRX),51
Wawasan,Tun Razak Exchange (TRX),54
USJ 21,Tun Razak Exchange (TRX),56
Alam Megah,Tun Razak Exchange (TRX),59
Subang Alam,Tun Razak Exchange (TRX),62
Putra Heights (KJL),Tun Razak Exchange (TRX),66
Sungai Buloh,Tun Razak Exchange (TRX),46
Kampung Selamat,Tun Razak Exchange (TRX),43
Kwasa Damansara,Tun Razak Exchange (TRX),38
Kwasa Sentral,Tun Razak Exchange (TRX),36
Kota Damansara,Tun Razak Exchange (TRX),32
Surian,Tun Razak Exchange (TRX),30
Mutiara Damansara,Tun Razak Exchange (TRX),28
Bandar Utama,Tun Razak Exchange (TRX),26
TTDI,Tun Razak Exchange (TRX),23
Phileo Damansara,Tun Razak Exchange (TRX),21
Pusat Bandar Damansara,Tun Razak Exchange (TRX),16
Semantan,Tun Razak Exchange (TRX),11
Muzium Negara,Tun Razak Exchange (TRX),11
Pasar Seni (SBK),Tun Razak Exchange (TRX),10
Merdeka,Tun Razak Exchange (TRX),7
Bukit Bintang,Tun Razak Exchange (TRX),4
Tun Razak Exchange (TRX),Tun Razak Exchange (TRX),0
Cochrane,Tun Razak Exchange (TRX),4
Maluri (SBK),Tun Razak Exchange (TRX),7
Taman Pertama,Tun Razak Exchange (TRX),9
Taman Midah,Tun Razak Exchange (TRX),12
Taman Mutiara,Tun Razak Exchange (TRX),15
Taman Connaught,Tun Razak Exchange (TRX),18
Taman Suntex,Tun Razak Exchange (TRX),25
Sri Raya,Tun Razak Exchange (TRX),28
Bandar Tun Hussein Onn,Tun Razak Exchange (TRX),31
Batu 11 Cheras,Tun Razak Exchange (TRX),34
Bukit Dukung,Tun Razak Exchange (TRX),36
Sungai Jernih,Tun Razak Exchange (TRX),37
Stadium Kajang,Tun Razak Exchange (TRX),39
Kajang,Tun Razak Exchange (TRX),41
Gombak,Cochrane,39
Taman Melati,Cochrane,36
Wangsa Maju,Cochrane,32
Sri Rampai,Cochrane,30
Setiawangsa,Cochrane,24
Jelatek,Cochrane,22
Dato' Keramat,Cochrane,21
Damai,Cochrane,20
Ampang Park,Cochrane,18
KLCC,Cochrane,17
Kampung Baru,Cochrane,15
Dang Wangi,Cochrane,13
Masjid Jamek (KJL),Cochrane,11
Pasar Seni (KJL),Cochrane,10
KL Sentral (KJL),Cochrane,13
Bangsar,Cochrane,15
Abdullah Hukum,Cochrane,18
Kerinchi,Cochrane,19
Universiti,Cochrane,21
Taman Jaya,Cochrane,25
Asia Jaya,Cochrane,27
Taman Paramount,Cochrane,30
Taman Bahagia,Cochrane,33
Kelana Jaya,Cochrane,35
Lembah Subang,Cochrane,38
Ara Damansara,Cochrane,40
Glenmarie,Cochrane,43
Subang Jaya,Cochrane,44
SS 15,Cochrane,48
SS 18,Cochrane,50
USJ 7 (KJL),Cochrane,53
Taipan,Cochrane,54
Wawasan,Cochrane,57
USJ 21,Cochrane,59
Alam Megah,Cochrane,62
Subang Alam,Cochrane,65
Putra Heights (KJL),Cochrane,69
Sungai Buloh,Cochrane,49
Kampung Selamat,Cochrane,46
Kwasa Damansara,Cochrane,41
Kwasa Sentral,Cochrane,39
Kota Damansara,Cochrane,35
Surian,Cochrane,33
Mutiara Damansara,Cochrane,31
Bandar Utama,Cochrane,29
TTDI,Cochrane,25
Phileo Damansara,Cochrane,23
Pusat Bandar Damansara,Cochrane,21
Semantan,Cochrane,16
Muzium Negara,Cochrane,11
Pasar Seni (SBK),Cochrane,11
Merdeka,Cochrane,10
Bukit Bintang,Cochrane,7
Tun Razak Exchange (TRX),Cochrane,4
Cochrane,Cochrane,0
Maluri (SBK),Cochrane,4
Taman Pertama,Cochrane,7
Taman Midah,Cochrane,9
Taman Mutiara,Cochrane,12
Taman Connaught,Cochrane,15
Taman Suntex,Cochrane,18
Sri Raya,Cochrane,25
Bandar Tun Hussein Onn,Cochrane,28
Batu 11 Cheras,Cochrane,31
Bukit Dukung,Cochrane,34
Sungai Jernih,Cochrane,36
Stadium Kajang,Cochrane,37
Kajang,Cochrane,39
Gombak,Maluri (SBK),40
Taman Melati,Maluri (SBK),37
Wangsa Maju,Maluri (SBK),33
Sri Rampai,Maluri (SBK),31
Setiawangsa,Maluri (SBK),25
Jelatek,Maluri (SBK),23
Dato' Keramat,Maluri (SBK),22
Damai,Maluri (SBK),21
Ampang Park,Maluri (SBK),19
KLCC,Maluri (SBK),18
Kampung Baru,Maluri (SBK),16
Dang Wangi,Maluri (SBK),14
Masjid Jamek (KJL),Maluri (SBK),12
Pasar Seni (KJL),Maluri (SBK),11
KL Sentral (KJL),Maluri (SBK),14
Bangsar,Maluri (SBK),16
Abdullah Hukum,Maluri (SBK),19
Kerinchi,Maluri (SBK),20
Universiti,Maluri (SBK),22
Taman Jaya,Maluri (SBK),26
Asia Jaya,Maluri (SBK),28
Taman Paramount,Maluri (SBK),31
Taman Bahagia,Maluri (SBK),34
Kelana Jaya,Maluri (SBK),36
Lembah Subang,Maluri (SBK),39
Ara Damansara,Maluri (SBK),41
Glenmarie,Maluri (SBK),44
Subang Jaya,Maluri (SBK),45
SS 15,Maluri (SBK),49
SS 18,Maluri (SBK),51
USJ 7 (KJL),Maluri (SBK),54
Taipan,Maluri (SBK),55
Wawasan,Maluri (SBK),58
USJ 21,Maluri (SBK),60
Alam Megah,Maluri (SBK),63
Subang Alam,Maluri (SBK),66
Putra Heights (KJL),Maluri (SBK),70
Sungai Buloh,Maluri (SBK),50
Kampung Selamat,Maluri (SBK),47
Kwasa Damansara,Maluri (SBK),44
Kwasa Sentral,Maluri (SBK),40
Kota Damansara,Maluri (SBK),36
Surian,Maluri (SBK),34
Mutiara Damansara,Maluri (SBK),32
Bandar Utama,Maluri (SBK),30
TTDI,Maluri (SBK),28
Phileo Damansara,Maluri (SBK),25
Pusat Bandar Damansara,Maluri (SBK),23
Semantan,Maluri (SBK),21
Muzium Negara,Maluri (SBK),16
Pasar Seni (SBK),Maluri (SBK),11
Merdeka,Maluri (SBK),11
Bukit Bintang,Maluri (SBK),10
Tun Razak Exchange (TRX),Maluri (SBK),7
Cochrane,Maluri (SBK),4
Maluri (SBK),Maluri (SBK),0
Taman Pertama,Maluri (SBK),4
Taman Midah,Maluri (SBK),7
Taman Mutiara,Maluri (SBK),9
Taman Connaught,Maluri (SBK),12
Taman Suntex,Maluri (SBK),15
Sri Raya,Maluri (SBK),18
Bandar Tun Hussein Onn,Maluri (SBK),25
Batu 11 Cheras,Maluri (SBK),28
Bukit Dukung,Maluri (SBK),31
Sungai Jernih,Maluri (SBK),34
Stadium Kajang,Maluri (SBK),36
Kajang,Maluri (SBK),37
Gombak,Taman Pertama,44
Taman Melati,Taman Pertama,41
Wangsa Maju,Taman Pertama,37
Sri Rampai,Taman Pertama,35
Setiawangsa,Taman Pertama,29
Jelatek,Taman Pertama,27
Dato' Keramat,Taman Pertama,26
Damai,Taman Pertama,25
Ampang Park,Taman Pertama,23
KLCC,Taman Pertama,22
Kampung Baru,Taman Pertama,20
Dang Wangi,Taman Pertama,18
Masjid Jamek (KJL),Taman Pertama,16
Pasar Seni (KJL),Taman Pertama,15
KL Sentral (KJL),Taman Pertama,18
Bangsar,Taman Pertama,20
Abdullah Hukum,Taman Pertama,23
Kerinchi,Taman Pertama,24
Universiti,Taman Pertama,26
Taman Jaya,Taman Pertama,30
Asia Jaya,Taman Pertama,32
Taman Paramount,Taman Pertama,35
Taman Bahagia,Taman Pertama,38
Kelana Jaya,Taman Pertama,40
Lembah Subang,Taman Pertama,43
Ara Damansara,Taman Pertama,45
Glenmarie,Taman Pertama,48
Subang Jaya,Taman Pertama,49
SS 15,Taman Pertama,53
SS 18,Taman Pertama,55
USJ 7 (KJL),Taman Pertama,58
Taipan,Taman Pertama,59
Wawasan,Taman Pertama,62
USJ 21,Taman Pertama,64
Alam Megah,Taman Pertama,67
Subang Alam,Taman Pertama,70
Putra Heights (KJL),Taman Pertama,74
Sungai Buloh,Taman Pertama,54
Kampung Selamat,Taman Pertama,51
Kwasa Damansara,Taman Pertama,46
